"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
60003100,1,1101,11010005,"060-0031",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北一条東","キタ０１ジョウヒガシ",,,,,,,,,
60853900,1,1101,11010005,"060-8539",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北一条東","キタ０１ジョウヒガシ",,,,,,"中道リース　株式会社","ナカミチリ－ス　カブシキガイシヤ","北一条東３丁目３番地",
60857300,1,1101,11010005,"060-8573",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北一条東","キタ０１ジョウヒガシ",,,,,,"社団法人　北海道歯科医師会","シヤダンホウジン　ホツカイドウシカイシカイ","北一条東９丁目１１番地",
60858000,1,1101,11010005,"060-8580",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北一条東","キタ０１ジョウヒガシ",,,,,,"株式会社　ニトリパブリック","カブシキガイシヤ　ニトリパブリツク","北一条東１丁目２",
60860601,1,1101,11010005,"060-8606",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北一条東","キタ０１ジョウヒガシ",,,,,,"サッポロビール　株式会社　北海道本部","サツポロビ－ル　カブシキガイシヤ　ホツカイドウホンブ","北一条東４丁目８－１",
60860600,1,1101,11010005,"060-8606",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北一条東","キタ０１ジョウヒガシ",,,,,,"サッポロビール　株式会社　北海道本社","サツポロビ－ル　カブシキカイシヤ　ホツカイドウホンシヤ","北一条東４丁目８番地１",
60861800,1,1101,11010005,"060-8618",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北一条東","キタ０１ジョウヒガシ",,,,,,"中道機械　（株）","ナカミチキカイ　カブシキガイシヤ","北一条東３丁目３番地",
60000200,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１丁目","０１チョウメ",,,,,
60000201,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２丁目","０２チョウメ",,,,,
60000202,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"３丁目","０３チョウメ",,,,,
60000203,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"４丁目","０４チョウメ",,,,,
60000204,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"５丁目","０５チョウメ",,,,,
60000205,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"６丁目","０６チョウメ",,,,,
60000206,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"７丁目","０７チョウメ",,,,,
60000207,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"８丁目","０８チョウメ",,,,,
60000208,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"９丁目","０９チョウメ",,,,,
60000209,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１０丁目","１０チョウメ",,,,,
60000210,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１１丁目","１１チョウメ",,,,,
60000211,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１２丁目","１２チョウメ",,,,,
60000212,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１３丁目","１３チョウメ",,,,,
60000213,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１４丁目","１４チョウメ",,,,,
60000214,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１５丁目","１５チョウメ",,,,,
60000215,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１６丁目","１６チョウメ",,,,,
60000216,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１７丁目","１７チョウメ",,,,,
60000217,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１８丁目","１８チョウメ",,,,,
60000218,1,1101,11010006,"060-0002",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"１９丁目","１９チョウメ",,,,,
64082200,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２０丁目","２０チョウメ",,,,,
64082201,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２１丁目","２１チョウメ",,,,,
64082202,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２２丁目","２２チョウメ",,,,,
64082203,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２３丁目","２３チョウメ",,,,,
64082204,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２４丁目","２４チョウメ",,,,,
64082205,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２５丁目","２５チョウメ",,,,,
64082206,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２６丁目","２６チョウメ",,,,,
64082207,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２７丁目","２７チョウメ",,,,,
64082208,1,1101,11010006,"064-0822",0,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,"２８丁目","２８チョウメ",,,,,
60865400,1,1101,11010006,"060-8654",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"三菱商事　株式会社　北海道支社","ミツビシシヨウジ　カブシキガイシヤ　ホツカイドウシシヤ","北二条西４丁目",
60858400,1,1101,11010006,"060-8584",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"札幌ビジネスオンデマンド　スマイルポスト","サツポロビジネスオンデマンド　スマイルポスト","北二条西２丁目４マルホビル８０３（８Ｆ）",
60853400,1,1101,11010006,"060-8534",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"株式会社　かんぽ生命保険　北海道エリア本部・札幌支店・札幌ヘルプデスク","カブシキガイシヤ　カンポセイメイホケン　ホツカイドウエリアホンブ・サツポロシテン・サツポロヘルプデスク","北二条西４丁目１番地札幌三井ＪＰビルディング７階",
60854800,1,1101,11010006,"060-8548",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"三井不動産リアルティ札幌　株式会社","ミツイフドウサンリアルテイサツポロ　カブシキカイシヤ","北二条西４丁目１番地札幌三井ＪＰビルディング１７階",
60854100,1,1101,11010006,"060-8541",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"北海道開発局　石狩川開発建設部","ホツカイドウカイハツキヨク　イシカリガワカイハツケンセツブ","北二条西１９丁目",
60852000,1,1101,11010006,"060-8520",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"北海道警察本部","ホツカイドウケイサツホンブ","北二条西７丁目",
60850600,1,1101,11010006,"060-8506",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"北海道開発局　札幌開発建設部","ホツカイドウカイハツキヨク　サツポロカイハツケンセツブ","北二条西１９丁目",
60879703,1,1101,11010006,"060-8797",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"株式会社　ゆうちょ銀行　道央地域センター","カブシキガイシヤ　ユウチヨギンコウ　ドウオウチイキセンタ－","北二条西４丁目３日本郵政グループ札幌ビル７Ｆ",
60879702,1,1101,11010006,"060-8797",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"株式会社　ゆうちょ銀行　札幌支店","カブシキカイシヤ　ユウチヨギンコウ　サツポロシテン","北二条西４丁目３番地",
60879701,1,1101,11010006,"060-8797",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"株式会社　かんぽ生命　札幌支店","カブシキガイシヤ　カンポセイメイ　サツポロシテン","北二条西４丁目３番地",
60879600,1,1101,11010006,"060-8796",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"札幌監査室","サツポロカンサシツ","北二条西４丁目３番地",
60879700,1,1101,11010006,"060-8797",1,0,"北海道","ホッカイドウ","札幌市中央区","サッポロシチュウオウク","北二条西","キタ０２ジョウニシ",,,,,,"日本郵便　株式会社　北海道支社","ニホンユウビン　カブシキガイシヤ　ホツカイドウシシヤ","北二条西４丁目３番地",
